Ссылка,Город,Цена в месяц,Оплата ЖКХ,Срок аренды,Условия проживания,Комиссия,Предоплата,Залог,Метро,Холодильник,Стиральная машина,Мебель в комнатах,Мебель на кухне,Телевизор,Интернет,Тип жилья,Общая площадь,Жилая площадь,Площадь кухни,Высота потолков,Тип дома,Тип перекрытий,Парковка,Санузел,Вид из окон,Количество лифтов,Год постройки,Подъезды,Ремонт,Отопление,Аварийность,Газоснабжение,Мусоропровод
https://www.cian.ru/rent/flat/294505117/,Москва,50000,включена (без счётчиков),от года,можно с детьми и животными,55%,1 месяц,50000,Новогиреево,True,True,True,True,True,True,,35,25,7,2.64,Панельный,Железобетонные,,1 совмещенный,Во двор,"1 пассажирский, 1 грузовой",2000,3,Дизайнерский,Центральное,Нет,Центральное,Да
https://www.cian.ru/rent/flat/294259311/,Москва,50000,включена (без счётчиков),от года,можно с детьми,100%,1 месяц,50000,Академическая,True,True,True,True,False,True,,34,20,6,,Кирпичный,Железобетонные,,1 совмещенный,На улицу и двор,,1959,4,Евроремонт,Центральное,Нет,Центральное,
https://www.cian.ru/rent/flat/294150936/,Москва,50000,включена (без счётчиков),от года,можно с детьми и животными,50%,1 месяц,50000,Новогиреево,True,True,True,True,True,True,,45,32,6,2.64,Панельный,Железобетонные,Наземная,1 раздельный,Во двор,1 пассажирский,1970,6,Евроремонт,Центральное,Нет,Центральное,Да
https://www.cian.ru/rent/flat/294499984/,Москва,50000,включена (без счётчиков),от года,можно с детьми и животными,50%,1 месяц,60000,Коммунарка,True,True,True,True,False,True,,57,35,10,2.8,Монолитный,Железобетонные,Наземная,1 раздельный,Во двор,2 пассажирских,2021,15,Косметический,Центральное,Нет,,
https://www.cian.ru/rent/flat/293893687/,Москва,50000,включена (без счётчиков),от года,можно с детьми и животными,100%,1 месяц,50000,Медведково,True,True,True,True,True,True,,46,27,6,,Панельный,Железобетонные,,,На улицу и двор,1 пассажирский,1970,14,Косметический,Центральное,Нет,Центральное,
https://www.cian.ru/rent/flat/294396503/,Москва,50000,включена (без счётчиков),от года,можно с детьми,60%,1 месяц,50000,ВДНХ,True,True,True,True,True,True,,50,30,8,3.0,Кирпичный,Железобетонные,,,,2 пассажирских,1957,5,Косметический,Центральное,Нет,Центральное,Да
https://www.cian.ru/rent/flat/294508323/,Москва,50000,включена (без счётчиков),от года,,100%,1 месяц,50000,Проспект Вернадского,True,True,True,True,True,True,,"42,5",18,"9,2",2.8,Панельный,Железобетонные,Наземная,1 раздельный,На улицу и двор,"4 пассажирских, 2 грузовых",2010,1,Евроремонт,Центральное,Нет,,Да
https://www.cian.ru/rent/flat/294492402/,Москва,50000,включена (без счётчиков),от года,можно с детьми и животными,50%,1 месяц,50000,Рассказовка,True,True,True,True,False,True,,41,20,11,2.75,Панельный,Железобетонные,Наземная,1 совмещенный,Во двор,"1 пассажирский, 1 грузовой",2016,4,Евроремонт,Центральное,Нет,,Да
https://www.cian.ru/rent/flat/294305394/,Москва,50000,включена (счётчики включены),от года,можно с животными,50%,1 месяц,50000,Говорово,True,True,True,True,False,True,,23,10,5,2.7,,Железобетонные,Многоуровневая,1 совмещенный,На улицу и двор,"2 пассажирских, 1 грузовой",2017,6,Евроремонт,Индивидуальный тепловой пункт,Нет,,
https://www.cian.ru/rent/flat/294149555/,Москва,50000,включена (без счётчиков),от года,можно с детьми и животными,50%,1 месяц,50000,Локомотив,True,True,True,True,True,True,,43,20,10,,Блочный,Железобетонные,Наземная,1 совмещенный,Во двор,2 пассажирских,1970,1,Евроремонт,Центральное,Нет,,Да
https://www.cian.ru/rent/flat/294139314/,Москва,53000,включена (без счётчиков),от года,можно с детьми,70%,1 месяц,53000,Некрасовка,True,True,True,True,False,True,,76,54,10,,,Нет информации,Наземная,1 раздельный,Во двор,"1 пассажирский, 1 грузовой",2021,6,Косметический,Центральное,Нет,,
https://www.cian.ru/rent/flat/294255555/,Москва,50000,включена (без счётчиков),от года,можно с детьми и животными,,1 месяц,50000,Лухмановская,True,True,True,False,False,False,,40,25,10,2.78,Панельный,Железобетонные,,1 совмещенный,На улицу и двор,"2 пассажирских, 2 грузовых",2010,2,Евроремонт,Центральное,Нет,,Да
https://www.cian.ru/rent/flat/294028110/,Москва,55000,включена (без счётчиков),от года,можно с детьми,50%,1 месяц,55000,Улица Дмитриевского,True,True,True,True,False,True,,62,32,9,,Панельный,Железобетонные,Открытая,1 раздельный,На улицу и двор,"1 пассажирский, 1 грузовой",2006,8,Косметический,Центральное,Нет,,Да
https://www.cian.ru/rent/flat/294461599/,Москва,53000,включена (без счётчиков),от года,можно с детьми и животными,50%,1 месяц,53000,Тимирязевская,True,True,True,True,True,True,,35,,,2.8,Кирпичный,Железобетонные,Наземная,1 совмещенный,Во двор,"2 пассажирских, 2 грузовых",1960,3,Евроремонт,Центральное,Нет,Центральное,Да
https://www.cian.ru/rent/flat/294282633/,Москва,100000,включена (без счётчиков),от года,можно с детьми,30%,1 месяц,100000,Ленинский проспект,True,True,True,True,True,True,,60,38,10,3.0,Кирпичный,Железобетонные,Наземная,1 совмещенный,Во двор,1 пассажирский,1959,12,Евроремонт,Центральное,Нет,Центральное,Да
https://www.cian.ru/rent/flat/294502950/,Москва,53000,включена (без счётчиков),от года,можно с детьми и животными,50%,1 месяц,53000,Филатов Луг,True,True,True,True,True,True,,30,15,10,,,,Наземная,1 совмещенный,Во двор,"2 пассажирских, 2 грузовых",,,Евроремонт,,,,
https://www.cian.ru/rent/flat/294502908/,Москва,55000,включена (без счётчиков),от года,можно с детьми и животными,50%,1 месяц,55000,Ухтомская,True,True,True,True,True,True,,55,40,8,2.64,Панельный,Железобетонные,Наземная,1 совмещенный,Во двор,"1 пассажирский, 1 грузовой",1993,5,Евроремонт,Центральное,Нет,,Да
https://www.cian.ru/rent/flat/294350413/,Москва,80000,включена (без счётчиков),от года,можно с детьми и животными,35%,1 месяц,80000,Новохохловская,True,True,True,True,True,True,,63,30,23,,,Нет информации,Наземная,1 раздельный,Во двор,"4 пассажирских, 4 грузовых",2023,2,Евроремонт,Нет информации,Нет,,
https://www.cian.ru/rent/flat/183362881/,Москва,50000,включена (без счётчиков),от года,,50%,1 месяц,50000,Рассказовка,True,True,True,True,True,True,,45,20,13,3.0,Монолитный,Железобетонные,Наземная,1 совмещенный,Во двор,,2017,10,Дизайнерский,Центральное,Нет,,Да
https://www.cian.ru/rent/flat/294397325/,Москва,85000,включена (без счётчиков),от года,,50%,1 месяц,85000,Раменки,True,True,True,True,True,True,,55,32,10,2.9,,Железобетонные,Наземная,1 совмещенный,Во двор,"2 пассажирских, 1 грузовой",2017,8,Евроремонт,Центральное,Нет,,Да
https://www.cian.ru/rent/flat/293148616/,Москва,180000,включена (без счётчиков),от года,,,1 месяц,180000,Смоленская,True,True,True,True,True,True,,90,55,6,3.2,Кирпичный,Железобетонные,Открытая,1 совмещенный,На улицу,1 пассажирский,1958,9,Дизайнерский,Центральное,Нет,,Да
https://www.cian.ru/rent/flat/292126388/,Москва,800000,включена (без счётчиков),от года,,,1 месяц,800000,Деловой центр,True,False,True,True,True,False,Апартаменты,150,100,10,,Монолитный,Нет информации,,2 совмещенных,На улицу и двор,,2017,,Дизайнерский,Нет информации,Нет,,
https://www.cian.ru/rent/flat/292752901/,Москва,320000,включена (без счётчиков),от года,,,1 месяц,320000,Минская,False,False,True,True,False,False,,130,92,10,,Монолитный,Железобетонные,Подземная,2 совмещенных,На улицу и двор,,2012,4,Дизайнерский,Индивидуальный тепловой пункт,Нет,,
https://www.cian.ru/rent/flat/294228620/,Москва,105000,включена (без счётчиков),от года,можно с детьми и животными,50%,1 месяц,105000,Шелепиха,True,True,True,True,True,True,,62,36,8,3.0,Монолитный,Нет информации,Наземная,1 раздельный,Во двор,"2 пассажирских, 2 грузовых",2015,,Евроремонт,Нет информации,Нет,,Да
https://www.cian.ru/rent/flat/293089741/,Москва,380000,включена (без счётчиков),от года,,,1 месяц,380000,Цветной бульвар,True,True,True,True,True,True,,165,74,39,3.0,Панельный,Железобетонные,Подземная,2 совмещенных,Во двор,1 пассажирский,2005,1,Евроремонт,Центральное,Нет,,Нет
https://www.cian.ru/rent/flat/293522186/,Москва,380000,включена (без счётчиков),от года,,,1 месяц,380000,Цветной бульвар,True,True,True,True,True,True,,165,,,,Панельный,Железобетонные,Подземная,2 совмещенных,,1 пассажирский,2005,1,Евроремонт,Центральное,Нет,,
https://www.cian.ru/rent/flat/294377510/,Москва,65000,включена (без счётчиков),от года,можно с детьми и животными,50%,1 месяц,65000,Спартак,True,True,True,True,True,True,,43,23,10,3.1,Монолитный,Железобетонные,Подземная,1 совмещенный,Во двор,"2 пассажирских, 1 грузовой",2020,14,Евроремонт,Автономная котельная,Нет,,Да
https://www.cian.ru/rent/flat/294378321/,Москва,72000,включена (без счётчиков),от года,можно с детьми и животными,50%,1 месяц,72000,Молодёжная,True,True,True,True,True,True,,56,32,10,3.0,Монолитный,Железобетонные,Наземная,1 совмещенный,Во двор,"1 пассажирский, 1 грузовой",2012,5,Евроремонт,Центральное,Нет,,Да
https://www.cian.ru/rent/flat/294478359/,Москва,55000,включена (без счётчиков),от года,можно с детьми и животными,50%,1 месяц,55000,Ростокино,True,True,True,True,True,True,,38,18,10,2.8,Монолитный,Железобетонные,Подземная,1 раздельный,Во двор,"1 пассажирский, 1 грузовой",2021,8,Евроремонт,Индивидуальный тепловой пункт,Нет,,Нет
https://www.cian.ru/rent/flat/294424546/,Москва,65000,включена (без счётчиков),от года,можно с детьми и животными,50%,1 месяц,95000,Давыдково,True,True,True,True,True,True,,58,45,8,2.64,Панельный,Нет информации,Подземная,1 совмещенный,Во двор,"1 пассажирский, 1 грузовой",1982,7,Евроремонт,Центральное,Нет,,Да
https://www.cian.ru/rent/flat/294129973/,Москва,85000,включена (без счётчиков),от года,можно с детьми и животными,50%,1 месяц,85000,Беговая,True,True,True,True,True,True,,67,36,8,,Монолитный,Железобетонные,Наземная,1 совмещенный,Во двор,"4 пассажирских, 4 грузовых",2010,6,Евроремонт,Центральное,Нет,,
https://www.cian.ru/rent/flat/294249777/,Москва,100000,включена (без счётчиков),от года,можно с детьми и животными,50%,1 месяц,100000,Ленинский проспект,True,True,True,True,True,True,,100,56,20,,Кирпичный,Железобетонные,Наземная,2 совмещенных,Во двор,"2 пассажирских, 1 грузовой",1993,2,Евроремонт,Центральное,Нет,,Да
https://www.cian.ru/rent/flat/293940397/,Москва,65000,включена (без счётчиков),от года,можно с детьми и животными,50%,1 месяц,65000,Народное Ополчение,True,True,True,True,True,True,,38,20,10,,,Нет информации,,1 совмещенный,Во двор,,2021,,Евроремонт,Индивидуальный тепловой пункт,Нет,,Нет
https://www.cian.ru/rent/flat/294419880/,Москва,95000,включена (без счётчиков),от года,можно с детьми и животными,50%,1 месяц,95000,Технопарк,True,True,True,True,True,True,,42,25,12,3.0,Монолитный,Железобетонные,Подземная,1 совмещенный,Во двор,"1 пассажирский, 1 грузовой",2022,2,Евроремонт,Центральное,Нет,,Да
https://www.cian.ru/rent/flat/292050826/,Москва,800000,включена (без счётчиков),от года,можно с детьми,,1 месяц,800000,Выставочная,True,True,False,True,True,True,Апартаменты,166,118,12,3.2,Монолитный,Нет информации,,1 совмещенный,На улицу и двор,1 пассажирский,2017,,Евроремонт,Нет информации,Нет,,
https://www.cian.ru/rent/flat/294300132/,Москва,95000,включена (без счётчиков),от года,можно с детьми и животными,50%,1 месяц,95000,Стахановская,True,True,True,True,True,True,,63,35,15,2.85,,Нет информации,Наземная,1 совмещенный,Во двор,"2 пассажирских, 2 грузовых",2022,,Евроремонт,Нет информации,Нет,,Да
https://www.cian.ru/rent/flat/294428375/,Москва,75000,включена (без счётчиков),от года,можно с детьми и животными,50%,1 месяц,75000,Алексеевская,True,True,True,True,True,True,,30,20,5,,,,Подземная,1 совмещенный,Во двор,"2 пассажирских, 1 грузовой",,,Евроремонт,,,,Да
https://www.cian.ru/rent/flat/261838413/,Москва,350000,включена (без счётчиков),от года,можно с детьми,,1 месяц,350000,Арбатская,True,True,True,True,True,True,,95,,,,Монолитный,Железобетонные,Наземная,1 совмещенный,На улицу,2 пассажирских,1905,4,Дизайнерский,Индивидуальный тепловой пункт,Нет,,Нет
https://www.cian.ru/rent/flat/294419757/,Москва,65000,включена (без счётчиков),от года,,50%,1 месяц,65000,Окская,True,True,True,True,True,True,,35,,,2.7,Монолитный,Железобетонные,,,,"2 пассажирских, 2 грузовых",2022,15,Косметический,Центральное,Нет,,Нет
https://www.cian.ru/rent/flat/294202659/,Москва,95000,включена (без счётчиков),от года,можно с детьми и животными,50%,1 месяц,95000,Строгино,True,True,True,True,True,True,,82,44,8,2.7,Панельный,Железобетонные,Наземная,"1 совмещенный, 1 раздельный",Во двор,"1 пассажирский, 1 грузовой",2002,2,Евроремонт,Центральное,Нет,,Да
https://www.cian.ru/rent/flat/294454480/,Москва,75000,включена (без счётчиков),от года,можно с детьми и животными,28%,1 месяц,75000,Октябрьское поле,True,True,True,True,True,True,,38,26,8,,Монолитный,Железобетонные,Наземная,1 совмещенный,Во двор,"2 пассажирских, 2 грузовых",2022,1,Евроремонт,Центральное,Нет,,Да
https://www.cian.ru/rent/flat/294341434/,Москва,50000,включена (без счётчиков),от года,можно с детьми и животными,45%,1 месяц,50000,Балтийская,True,True,True,True,True,True,,37,20,8,,Панельный,Железобетонные,Наземная,1 совмещенный,Во двор,,1965,4,Евроремонт,Центральное,Нет,Центральное,
https://www.cian.ru/rent/flat/294517690/,Москва,40000,включена (без счётчиков),от года,,50%,1 месяц,40000,Перово,True,True,True,True,False,False,,45,,,2.64,Панельный,Железобетонные,,1 раздельный,,2 пассажирских,1979,2,Евроремонт,Центральное,Нет,,Да
https://www.cian.ru/rent/flat/294314187/,Москва,50000,включена (без счётчиков),от года,,38%,1 месяц,50000,Семёновская,True,True,True,True,True,True,,35,19,7,,,Железобетонные,Наземная,1 совмещенный,Во двор,1 пассажирский,1965,1,Евроремонт,Центральное,Нет,Центральное,Да
https://www.cian.ru/rent/flat/294155347/,Москва,75000,включена (без счётчиков),от года,можно с детьми и животными,35%,1 месяц,75000,Рассказовка,True,True,True,True,True,True,,68,40,15,2.7,Панельный,Железобетонные,Наземная,1 раздельный,Во двор,"1 пассажирский, 1 грузовой",2016,4,Евроремонт,Центральное,Нет,,Да
https://www.cian.ru/rent/flat/294324563/,Москва,40000,включена (без счётчиков),несколько месяцев,можно с детьми и животными,40%,1 месяц,25000,Щёлковская,True,True,True,True,True,True,,22,12,3,,Кирпичный,Железобетонные,Наземная,1 совмещенный,Во двор,"1 пассажирский, 1 грузовой",1970,2,Евроремонт,Центральное,Нет,Центральное,Да
https://www.cian.ru/rent/flat/237642598/,Москва,40000,включена (без счётчиков),от года,можно с детьми,,1 месяц,40000,Ботанический сад,True,True,True,True,True,True,,20,14,4,,Монолитный,Нет информации,Наземная,1 совмещенный,,"4 пассажирских, 2 грузовых",2019,,Дизайнерский,Нет информации,Нет,,
https://www.cian.ru/rent/flat/294127812/,Москва,40000,включена (без счётчиков),от года,можно с детьми,60%,1 месяц,40000,Коммунарка,False,True,False,True,False,True,,64,,10,,Монолитный,Железобетонные,,"1 совмещенный, 1 раздельный",Во двор,,2014,2,Косметический,Центральное,Нет,,
https://www.cian.ru/rent/flat/294288827/,Москва,130000,включена (без счётчиков),от года,можно с детьми и животными,,1 месяц,130000,Зюзино,True,True,True,True,True,True,,150,80,24,3.1,Монолитный,Железобетонные,Подземная,1 раздельный,Во двор,"2 пассажирских, 1 грузовой",1997,7,Евроремонт,Центральное,Нет,,Да
https://www.cian.ru/rent/flat/294271879/,Москва,42000,включена (без счётчиков),от года,можно с детьми,50%,1 месяц,42000,Щёлковская,True,True,True,True,True,True,,33,,,2.8,Кирпичный,Железобетонные,,1 раздельный,Во двор,,1958,4,Косметический,Центральное,Нет,Центральное,
https://www.cian.ru/rent/flat/294191556/,Москва,43000,включена (без счётчиков),от года,можно с детьми,80%,1 месяц,43000,Рабочий посёлок,True,True,True,True,True,False,,"46,6","27,6",7,2.5,Кирпичный,Нет информации,,1 раздельный,Во двор,1 пассажирский,1970,1,Косметический,Центральное,Нет,Центральное,Да
https://www.cian.ru/rent/flat/286165331/,Москва,43000,включена (без счётчиков),от года,,60%,1 месяц,46000,Щукинская,True,True,True,True,True,True,,16,10,,2.5,Панельный,Железобетонные,Наземная,1 совмещенный,Во двор,2 пассажирских,1980,10,Дизайнерский,Центральное,Нет,,Да
https://www.cian.ru/rent/flat/294471622/,Москва,42000,включена (без счётчиков),от года,,,1 месяц,0,Алтуфьево,True,True,True,True,False,True,,36,"19,2","8,2",2.64,Панельный,Железобетонные,Наземная,1 совмещенный,На улицу,"1 пассажирский, 1 грузовой",1981,1,Евроремонт,Центральное,Нет,,Нет
https://www.cian.ru/rent/flat/290713165/,Москва,43000,включена (без счётчиков),от года,,,1 месяц,43000,Рассказовка,True,True,True,True,True,True,,38,19,10,2.7,Панельный,Железобетонные,,1 совмещенный,На улицу,"1 пассажирский, 1 грузовой",2016,4,Косметический,Центральное,Нет,,
https://www.cian.ru/rent/flat/294448132/,Москва,44000,включена (без счётчиков),от года,можно с детьми,50%,1 месяц,45000,Рязанский проспект,True,True,True,True,False,True,,44,30,"8,5",2.7,Блочный,Железобетонные,Наземная,1 совмещенный,Во двор,1 пассажирский,1965,1,Косметический,Центральное,Нет,Центральное,Да
https://www.cian.ru/rent/flat/294444791/,Москва,45000,включена (без счётчиков),от года,можно с детьми,99%,1 месяц,45000,Яхромская,True,True,True,True,True,True,,41,29,"8,9",2.7,Блочный,Нет информации,Наземная,1 раздельный,,"1 пассажирский, 1 грузовой",1970,1,Косметический,Центральное,Нет,Центральное,Да
https://www.cian.ru/rent/flat/294089665/,Москва,43000,включена (без счётчиков),от года,можно с детьми,80%,1 месяц,43000,Рассказовка,True,True,True,True,False,True,,42,21,"12,7",3.0,Монолитный,Железобетонные,Наземная,1 совмещенный,На улицу и двор,"1 пассажирский, 1 грузовой",2017,7,Евроремонт,Центральное,Нет,,Да
https://www.cian.ru/rent/flat/170906860/,Москва,42000,включена (без счётчиков),от года,можно с детьми,100%,1 месяц,42000,Дмитровская,True,True,True,True,False,True,,40,28,6,2.48,Блочный,Железобетонные,,1 совмещенный,,,1960,4,Косметический,Центральное,Нет,Центральное,
https://www.cian.ru/rent/flat/294297143/,Москва,42000,включена (без счётчиков),от года,можно с детьми и животными,50%,1 месяц,42000,Улица Скобелевская,True,True,True,True,True,False,,36,,,3.0,Монолитный,Железобетонные,Наземная,1 совмещенный,На улицу,"1 пассажирский, 1 грузовой",2020,,Дизайнерский,Нет информации,Нет,,
https://www.cian.ru/rent/flat/270502059/,Москва,46000,включена (без счётчиков),от года,можно с детьми,,1 месяц,46000,Коптево,True,True,True,True,True,True,,"43,1","29,2",6,2.48,Кирпичный,Железобетонные,,1 совмещенный,Во двор,,1959,4,Косметический,Центральное,Нет,Центральное,Нет
https://www.cian.ru/rent/flat/294100903/,Москва,45000,включена (без счётчиков),от года,можно с детьми,50%,1 месяц,45000,Бунинская аллея,True,True,True,True,True,True,,"53,4",34,12,2.64,Монолитный,Железобетонные,Наземная,1 раздельный,,"1 пассажирский, 1 грузовой",2001,4,Евроремонт,Центральное,Нет,,Да
https://www.cian.ru/rent/flat/249109877/,Москва,45000,включена (без счётчиков),от года,можно с детьми,60%,1 месяц,45000,Кантемировская,True,True,True,True,True,True,,45,28,6,2.64,Панельный,Железобетонные,Наземная,1 раздельный,Во двор,,1965,5,Косметический,Центральное,Нет,Центральное,
https://www.cian.ru/rent/flat/294185517/,Москва,45000,включена (без счётчиков),от года,,70%,1 месяц,45000,Медведково,True,True,True,True,True,True,,"38,9","20,9","8,6",2.64,Блочный,Железобетонные,Наземная,1 раздельный,Во двор,2 пассажирских,1981,4,Евроремонт,Центральное,Нет,,Да
https://www.cian.ru/rent/flat/294153906/,Москва,46000,включена (без счётчиков),от года,можно с детьми,60%,1 месяц,48000,Тропарёво,True,True,True,True,True,False,,52,32,10,2.48,,Нет информации,Наземная,1 раздельный,,2 пассажирских,1973,3,Косметический,Центральное,Нет,,Да
https://www.cian.ru/rent/flat/294036175/,Москва,46000,включена (без счётчиков),от года,можно с детьми и животными,50%,1 месяц,46000,Шелепиха,True,True,True,True,True,True,,38,,,2.64,Блочный,Железобетонные,,1 совмещенный,,2 пассажирских,1970,1,Косметический,Центральное,Нет,,Да
https://www.cian.ru/rent/flat/294505170/,Москва,45000,включена (без счётчиков),от года,можно с детьми и животными,50%,1 месяц,45000,Яхромская,True,True,True,True,False,True,,48,28,6,,Панельный,Железобетонные,,1 раздельный,,1 пассажирский,1970,6,Евроремонт,Центральное,Нет,Центральное,Да
https://www.cian.ru/rent/flat/293849759/,Москва,45000,включена (без счётчиков),от года,можно с детьми и животными,70%,1 месяц,45000,Бунинская аллея,True,True,True,True,True,True,,36,20,10,2.7,Панельный,Железобетонные,Наземная,1 совмещенный,На улицу,"2 пассажирских, 2 грузовых",2017,6,Евроремонт,Индивидуальный тепловой пункт,Нет,,
https://www.cian.ru/rent/flat/293708793/,Москва,45000,включена (без счётчиков),от года,,50%,1 месяц,45000,Нижегородская,True,True,True,True,False,False,,"23,4",,,,,Нет информации,Многоуровневая,1 совмещенный,Во двор,"2 пассажирских, 2 грузовых",2022,2,Косметический,Нет информации,Нет,,
https://www.cian.ru/rent/flat/294229281/,Москва,45000,включена (без счётчиков),от года,можно с детьми,50%,1 месяц,45000,Локомотив,True,True,True,True,True,True,,20,12,4,2.95,Монолитный,Железобетонные,Подземная,1 совмещенный,,"2 пассажирских, 1 грузовой",2020,6,Евроремонт,Центральное,Нет,,
https://www.cian.ru/rent/flat/294474501/,Москва,48000,включена (без счётчиков),от года,,50%,1 месяц,48000,Щёлковская,True,True,True,True,True,True,,33,,,2.64,Панельный,Железобетонные,,1 совмещенный,,1 пассажирский,1967,4,Косметический,Центральное,Нет,Центральное,Да
https://www.cian.ru/rent/flat/294365551/,Москва,48900,включена (без счётчиков),от года,можно с детьми и животными,50%,1 месяц,45000,Медведково,True,True,True,True,True,True,,50,32,7,2.64,Панельный,Нет информации,Наземная,1 раздельный,На улицу,1 пассажирский,1969,8,Евроремонт,Центральное,Нет,Центральное,Да
https://www.cian.ru/rent/flat/294305120/,Москва,48000,включена (без счётчиков),от года,можно с детьми,60%,1 месяц,48000,Лианозово,True,True,True,True,True,True,,52,32,9,2.6,,Железобетонные,Наземная,1 раздельный,Во двор,2 пассажирских,2006,8,Евроремонт,Центральное,Нет,,Нет
https://www.cian.ru/rent/flat/294461467/,Москва,50000,включена (без счётчиков),от года,можно с детьми и животными,80%,1 месяц,50000,Проспект Вернадского,True,True,True,True,True,True,,44,28,6,2.64,Панельный,Железобетонные,,1 совмещенный,,,1962,9,Косметический,Центральное,Нет,Центральное,
https://www.cian.ru/rent/flat/294422637/,Москва,50000,включена (без счётчиков),от года,,50%,1 месяц,50000,Проспект Вернадского,True,True,True,True,False,True,,38,20,7,2.64,Панельный,Железобетонные,Наземная,1 совмещенный,Во двор,"1 пассажирский, 2 грузовых",1984,6,Косметический,Центральное,Нет,,Да
https://www.cian.ru/rent/flat/294132499/,Москва,50000,включена (без счётчиков),от года,можно с детьми и животными,50%,1 месяц,50000,Юго-Восточная,True,False,True,True,True,False,,"42,9",29,6,2.64,Панельный,Железобетонные,Наземная,1 раздельный,Во двор,,1968,5,Косметический,Центральное,Нет,Центральное,
https://www.cian.ru/rent/flat/294515798/,Москва,50000,включена (без счётчиков),от года,можно с детьми,50%,1 месяц,50000,Пролетарская,True,True,True,True,True,True,,43,"31,3",6,2.6,Кирпичный,Нет информации,Наземная,1 совмещенный,На улицу,1 пассажирский,1962,4,Косметический,Центральное,Нет,Центральное,Да
https://www.cian.ru/rent/flat/282745269/,Москва,50000,включена (без счётчиков),от года,можно с детьми,50%,1 месяц,50000,Бульвар Рокоссовского,True,True,True,True,True,True,,44,28,6,2.6,,Железобетонные,Наземная,1 совмещенный,Во двор,,1960,4,Косметический,Центральное,Нет,,
https://www.cian.ru/rent/flat/294448391/,Москва,50000,включена (без счётчиков),от года,можно с детьми и животными,99%,1 месяц,50000,Дубровка,True,True,True,True,True,True,,"52,3","31,2","7,5",2.7,Кирпичный,Железобетонные,Наземная,1 совмещенный,Во двор,2 пассажирских,1972,1,Евроремонт,Центральное,Нет,,Да
https://www.cian.ru/rent/flat/274082320/,Москва,48000,включена (без счётчиков),от года,можно с детьми,50%,1 месяц,48000,Жулебино,True,True,True,True,True,True,,55,33,9,2.64,Панельный,Железобетонные,Наземная,1 раздельный,,"1 пассажирский, 1 грузовой",1997,8,Косметический,Центральное,Нет,,Да
https://www.cian.ru/rent/flat/294478324/,Москва,52000,включена (без счётчиков),от года,,50%,1 месяц,52000,Площадь Ильича,True,True,True,True,False,True,,40,18,8,2.74,Панельный,Нет информации,Наземная,1 совмещенный,Во двор,"1 пассажирский, 1 грузовой",2008,4,Евроремонт,Центральное,Нет,,Да
https://www.cian.ru/rent/flat/294416783/,Москва,53000,включена (без счётчиков),от года,можно с детьми,45%,1 месяц,53000,Бульвар Рокоссовского,True,True,True,True,False,False,,60,34,"8,5",3.0,Кирпичный,Железобетонные,Наземная,1 раздельный,Во двор,,1957,3,Косметический,Центральное,Нет,Центральное,
https://www.cian.ru/rent/flat/293371546/,Москва,50000,включена (без счётчиков),от года,можно с детьми,,1 месяц,50000,Бульвар Адмирала Ушакова,True,True,True,True,True,True,,72,42,15,3.0,,Нет информации,,1 совмещенный,Во двор,1 пассажирский,1998,7,Евроремонт,Центральное,Нет,Центральное,Нет
https://www.cian.ru/rent/flat/188549507/,Москва,55000,включена (без счётчиков),от года,можно с детьми,50%,1 месяц,27500,Окружная,True,True,True,True,True,True,,50,30,7,2.64,Блочный,Железобетонные,,1 совмещенный,Во двор,1 пассажирский,1966,1,Косметический,Центральное,Нет,Центральное,Да
https://www.cian.ru/rent/flat/294417350/,Москва,55000,включена (без счётчиков),от года,,50%,1 месяц,55000,Дегунино,True,True,True,True,True,False,,68,55,9,2.64,Панельный,Железобетонные,,1 раздельный,Во двор,1 пассажирский,1971,6,Косметический,Центральное,Нет,Центральное,Да
https://www.cian.ru/rent/flat/288897791/,Москва,55000,включена (без счётчиков),от года,можно с детьми,20%,1 месяц,55000,Селигерская,True,True,True,True,True,True,,60,34,12,,Блочный,Железобетонные,,1 раздельный,,4 пассажирских,2005,1,Косметический,Центральное,Нет,,Да
https://www.cian.ru/rent/flat/294343742/,Москва,50000,включена (без счётчиков),от года,можно с детьми,90%,1 месяц,50000,ВДНХ,True,True,True,True,True,True,,40,,,2.64,Блочный,Железобетонные,Наземная,1 совмещенный,На улицу и двор,2 пассажирских,1962,1,Дизайнерский,Центральное,Нет,Центральное,Да
https://www.cian.ru/rent/flat/294515469/,Москва,50000,включена (без счётчиков),от года,можно с детьми и животными,50%,1 месяц,50000,Зябликово,True,True,True,True,True,True,,39,12,18,2.7,Панельный,Железобетонные,Наземная,1 совмещенный,Во двор,"1 пассажирский, 2 грузовых",2020,7,Косметический,Индивидуальный тепловой пункт,Нет,,
https://www.cian.ru/rent/flat/294374235/,Москва,55000,включена (без счётчиков),от года,можно с детьми,50%,1 месяц,55000,Зюзино,True,True,True,True,False,True,,75,42,12,2.64,Панельный,Железобетонные,,1 раздельный,,2 пассажирских,1997,2,Косметический,Центральное,Нет,,Да
https://www.cian.ru/rent/flat/294457196/,Москва,50000,включена (без счётчиков),от года,,,1 месяц,50000,Перерва,True,True,True,True,True,True,,28,,,2.62,,Нет информации,Наземная,1 совмещенный,Во двор,"2 пассажирских, 1 грузовой",2022,7,Евроремонт,Нет информации,Нет,,
